Symbol,A1,I1,A3,A4,I7,A6,A7,I4,A8,I6,A10
MIR6865,0,0,0,0,0,0,0,0,0,0,0
MIR6866,0,0,0,0,0,0,0,0,0,0,0
MIR6867,0,0,0,0,0,0,0,0,0,0,0
MIR6868,0,0,0,0,0,0,0,0,0,0,0
MIR6869,0,0,0,0,0,0,0,0,0,0,0
MIR6870,0,0,0,0,0,0,0,0,0,0,0
MIR6871,0,0,0,0,0,0,0,0,0,0,0
MIR6872,0,0,0,0,0,0,0,0,0,0,0
MIR6873,0,0,0,0,0,0,0,0,0,0,0
MIR6874,0,0,0,0,0,0,0,0,0,0,0
MIR6875,0,0,0,0,0,0,0,0,0,0,0
MIR6876,0,0,0,0,0,0,0,0,0,0,0
MIR6877,0,0,0,0,0,0,0,0,0,0,0
MIR6878,0,0,0,0,0,0,0,0,0,0,0
MIR6879,0,0,0,0,0,0,0,0,0,0,0
MIR6880,0,0,0,0,0,0,0,0,0,0,0
MIR6881,0,0,0,0,0,0,0,0,0,0,0
MIR6882,0,0,0,0,0,0,0,0,0,0,0
MIR6883,0,0,0,0,0,0,0,0,0,0,0
MIR6884,0,0,0,0,0,0,0,0,0,0,0
MIR6885,0,0,0,0,0,0,0,0,0,0,0
MIR6886,0,0,0,0,0,0,0,0,0,0,0
MIR6887,0,0,0,0,0,0,0,0,0,0,0
MIR6888,0,0,0,0,0,0,0,0,0,0,0
MIR6889,0,0,0,0,0,0,0,0,0,0,0
MIR6890,0,0,0,0,0,0,0,0,0,0,0
MIR6891,0,0,0,0,0,0,0,0,0,0,0
MIR6892,0,0,0,0,0,0,0,0,0,0,0
MIR6893,0,0,0,0,0,0,0,0,0,0,0
MIR6894,0,0,0,0,0,0,0,0,0,0,0
MIR6895,0,0,0,0,0,0,0,0,0,0,0
MIR7-1,0,0,0,1,2,0,0,0,0,0,0
MIR7-2,0,0,0,0,0,0,0,0,0,0,0
MIR7-3,0,0,0,0,0,0,0,0,0,0,0
MIR7-3HG,0,0,0,0,0,0,0,0,0,0,0
MIR708,0,0,0,0,0,0,0,0,0,0,0
MIR7106,0,0,0,0,0,0,0,0,0,0,0
MIR7107,0,0,0,0,0,0,0,0,0,0,0
MIR7108,0,0,0,0,0,0,0,0,0,0,0
MIR7109,0,0,0,0,0,0,0,0,0,0,0
MIR711,0,0,0,0,0,0,0,0,0,0,0
MIR7110,0,0,0,0,0,0,0,0,0,0,0
MIR7111,0,0,0,0,0,0,0,0,0,0,0
MIR7112,0,0,0,0,0,0,0,0,0,0,0
MIR7113,0,0,0,0,0,0,0,0,0,0,0
MIR7114,0,0,0,0,0,0,0,0,0,0,0
MIR7150,0,0,0,0,0,0,0,0,0,0,0
MIR7151,0,0,0,0,0,0,0,0,0,0,0
MIR7152,0,0,0,0,0,0,0,0,0,0,0
MIR7153,0,0,0,0,0,0,0,0,0,0,0
MIR7154,0,0,0,0,0,0,0,0,0,0,0
MIR7155,0,0,0,0,0,0,0,0,0,0,0
MIR7156,0,0,0,0,0,0,0,0,0,0,0
MIR7157,0,0,0,0,0,0,0,0,0,0,0
MIR7158,0,0,0,0,0,0,0,0,0,0,0
MIR7159,0,0,0,0,0,0,0,0,0,0,0
MIR7160,0,0,0,0,0,0,0,0,0,0,0
MIR7161,0,0,0,0,0,0,0,0,0,0,0
MIR7162,0,0,0,0,0,0,0,0,0,0,0
MIR718,0,0,0,0,0,0,0,0,0,0,0
MIR744,0,0,0,0,0,0,0,0,0,0,0
MIR7515,0,0,0,0,0,0,0,0,0,0,0
MIR7515HG,0,0,1,0,0,0,0,0,0,0,0
MIR758,0,0,0,0,0,0,0,0,0,0,0
MIR759,0,0,0,0,0,0,0,0,0,0,0
MIR760,0,0,0,0,0,0,0,0,0,0,0
MIR761,0,0,0,0,0,0,0,0,0,0,0
MIR762,0,0,0,0,0,0,0,0,0,0,0
MIR762HG,45,37,41,27,31,25,74,51,120,52,36
MIR764,0,0,0,0,0,0,0,0,0,0,0
MIR7641-1,0,0,0,0,0,0,0,0,0,0,0
MIR7641-2,0,0,0,0,0,0,0,0,0,0,0
MIR765,0,0,0,0,0,0,0,0,0,0,0
MIR766,0,0,0,0,0,0,0,0,0,0,0
MIR767,0,0,0,0,0,0,0,0,0,0,0
MIR769,0,0,0,0,0,0,0,0,0,0,0
MIR770,0,0,0,0,0,0,0,0,0,0,0
MIR7702,0,0,0,0,0,0,0,0,0,0,0
MIR7703,0,0,0,0,0,0,0,0,0,0,0
MIR7704,0,0,0,0,0,0,0,0,0,0,0
MIR7705,0,0,0,0,0,0,0,0,0,0,0
MIR7706,0,0,0,0,0,0,0,0,0,0,0
MIR7843,0,0,0,0,0,0,0,0,0,0,0
MIR7844,0,0,0,0,0,0,0,0,0,0,0
MIR7845,0,0,0,0,0,0,0,0,0,0,0
MIR7846,0,0,0,0,0,0,0,0,0,0,0
MIR7847,0,0,0,0,0,0,0,0,0,0,0
MIR7848,0,0,0,0,0,0,0,0,0,0,0
MIR7849,0,0,0,0,0,0,0,0,0,0,0
MIR7850,0,0,0,0,0,0,0,0,0,0,0
MIR7851,0,0,0,0,0,0,0,0,0,0,0
MIR7852,0,0,0,0,0,0,0,0,0,0,0
MIR7853,0,0,0,0,0,0,0,0,0,0,0
MIR7854,0,0,0,0,0,0,0,0,0,0,0
MIR7855,0,0,0,0,0,0,0,0,0,0,0
MIR7856,0,0,0,0,0,0,0,0,0,0,0
MIR7973-1,0,0,0,0,0,0,0,0,0,0,0
MIR7973-2,0,0,0,0,0,0,0,0,0,0,0
MIR7974,0,0,0,0,0,0,0,0,0,0,0
MIR7975,0,0,0,0,0,0,0,0,0,0,0
MIR7976,0,0,0,0,0,0,0,0,0,0,0
MIR7977,0,0,0,0,0,0,0,0,0,0,0
MIR7978,0,0,0,0,0,0,0,0,0,0,0
MIR802,0,0,0,0,0,0,0,0,0,0,0
MIR8052,0,0,0,0,0,0,0,0,0,0,0
MIR8053,0,0,0,0,0,0,0,0,0,0,0
MIR8054,0,0,0,0,0,0,0,0,0,0,0
MIR8055,0,0,0,0,0,0,0,0,0,0,0
MIR8056,0,0,0,0,0,0,0,0,0,0,0
MIR8057,0,0,0,0,0,0,0,0,0,0,0
MIR8058,0,0,0,0,0,0,0,0,0,0,0
MIR8059,0,0,0,0,0,0,0,0,0,0,0
MIR8060,0,0,0,0,0,0,0,0,0,0,0
MIR8061,0,0,0,0,0,0,0,0,0,0,0
MIR8062,0,0,0,0,0,0,0,0,0,0,0
MIR8063,0,0,0,0,0,0,0,0,0,0,0
MIR8064,0,0,0,0,0,0,0,0,0,0,0
MIR8065,0,0,0,0,0,0,0,0,0,0,0
MIR8066,0,0,0,0,0,0,0,0,0,0,0
MIR8067,0,0,0,0,0,0,0,0,0,0,0
MIR8068,0,0,0,0,0,0,0,0,0,0,0
MIR8069-1,0,0,0,0,0,0,0,0,0,0,0
MIR8069-2,0,0,0,0,0,0,0,0,0,0,0
MIR8070,0,0,0,0,0,0,0,0,0,0,0
MIR8071-1,0,0,0,0,0,0,0,0,0,0,0
MIR8071-2,0,0,0,0,0,0,0,0,0,0,0
MIR8072,0,0,0,0,0,0,0,0,0,0,0
MIR8073,0,0,0,0,0,0,0,0,0,0,0
MIR8074,0,0,0,0,0,0,0,0,0,0,0
MIR8075,0,0,0,0,0,0,0,0,0,0,0
MIR8076,0,0,0,0,0,0,0,0,0,0,0
MIR8077,0,0,0,0,0,0,0,0,0,0,0
MIR8078,0,0,0,0,0,0,0,0,0,0,0
MIR8079,0,0,0,0,0,0,0,0,0,0,0
MIR8080,0,0,0,0,0,0,0,0,0,0,0
MIR8081,0,0,0,0,0,0,0,0,0,0,0
MIR8082,0,0,0,0,0,0,0,0,0,0,0
MIR8083,0,0,0,0,0,0,0,0,0,0,0
MIR8084,0,0,0,0,0,0,0,0,0,0,0
MIR8085,0,0,0,0,0,0,0,0,0,0,0
MIR8086,0,0,0,0,0,0,0,0,0,0,0
MIR8087,0,0,0,0,0,0,0,0,0,0,0
MIR8088,0,0,0,0,0,0,0,0,0,0,0
MIR8089,0,0,0,0,0,0,0,0,0,0,0
MIR8485,0,0,0,0,0,0,0,0,0,0,0
MIR873,0,0,0,0,0,0,0,0,0,0,0
MIR874,0,0,0,0,0,0,0,0,0,0,0
MIR875,0,0,0,0,0,0,0,0,0,0,0
MIR876,0,0,0,0,0,0,0,0,0,0,0
MIR877,0,0,0,0,0,0,0,0,0,0,0
MIR885,0,0,0,0,0,0,0,0,0,0,0
MIR887,0,0,0,0,0,0,0,0,0,0,0
MIR888,0,0,0,0,0,0,0,0,0,0,0
MIR889,0,0,0,0,0,0,0,0,0,0,0
MIR890,0,0,0,0,0,0,0,0,0,0,0
MIR891A,0,0,0,0,0,0,0,0,0,0,0
MIR891B,0,0,0,0,0,0,0,0,0,0,0
MIR892A,0,0,0,0,0,0,0,0,0,0,0
MIR892B,0,0,0,0,0,0,0,0,0,0,0
MIR892C,0,0,0,0,0,0,0,0,0,0,0
MIR9-1,0,0,0,0,0,0,0,0,0,0,0
MIR9-2,0,0,0,0,0,0,0,0,0,0,0
MIR9-3,0,0,0,0,0,0,0,0,0,0,0
MIR920,0,0,0,0,0,0,0,0,0,0,0
MIR921,0,0,0,0,0,0,0,0,0,0,0
MIR922,0,0,0,0,0,0,0,0,0,0,0
MIR924,0,0,0,0,0,0,0,0,0,0,0
MIR92A1,0,0,0,0,0,0,0,0,0,0,0
MIR92A2,0,0,0,0,0,0,0,0,0,0,0
MIR92B,0,0,0,0,0,0,0,0,0,0,0
MIR93,0,0,0,0,0,0,0,0,0,0,0
MIR933,0,0,0,0,0,0,0,0,0,0,0
MIR934,0,0,0,0,0,0,0,0,0,0,0
MIR935,0,0,0,0,0,0,0,0,0,0,0
MIR936,0,0,0,0,0,0,0,0,0,0,0
MIR937,0,0,0,0,0,0,0,0,0,0,0
MIR938,0,0,0,0,0,0,0,0,0,0,0
MIR939,0,0,0,0,0,0,0,0,0,0,0
MIR940,0,0,0,0,0,0,0,0,0,0,0
MIR941-1,0,0,0,0,0,0,0,0,0,0,0
MIR941-2,0,0,0,0,0,0,0,0,0,0,0
MIR941-3,0,0,0,0,0,0,0,0,0,0,0
MIR941-4,0,0,0,0,0,0,0,0,0,0,0
MIR941-5,0,0,0,0,0,0,0,0,0,0,0
MIR942,0,0,0,0,0,0,0,0,0,0,0
MIR943,0,0,0,0,0,0,0,0,0,0,0
MIR944,0,0,0,0,0,0,0,0,0,0,0
MIR95,0,0,0,0,0,0,0,0,0,0,0
MIR9500,0,0,0,0,0,0,0,0,0,0,0
MIR96,0,0,0,0,0,0,0,0,0,0,0
MIR98,0,0,0,0,0,0,0,0,0,0,0
MIR99A,0,0,0,0,0,0,0,0,0,0,0
MIR99AHG,54,106,52,59,82,30,93,86,78,94,104
MIR99B,0,0,0,0,0,0,0,0,0,0,0
MIRLET7A1,0,0,0,0,0,0,0,0,0,0,0
MIRLET7A2,0,0,0,0,0,0,0,0,0,0,0
MIRLET7A3,0,0,0,0,0,0,0,0,0,0,0
MIRLET7B,0,0,0,0,0,0,0,0,0,0,0
MIRLET7BHG,15,10,6,17,22,11,11,36,15,12,51
MIRLET7C,0,0,0,0,0,0,0,0,0,0,0
MIRLET7D,0,0,0,0,0,0,0,0,0,0,0
MIRLET7DHG,0,0,0,0,0,0,0,0,0,0,0
MIRLET7E,0,0,0,0,0,0,0,0,0,0,0
MIRLET7F1,0,0,0,0,0,0,0,0,0,0,0
MIRLET7F2,0,0,0,0,0,0,0,0,0,0,0
MIRLET7G,0,0,0,0,0,0,0,0,0,0,0
MIRLET7I,0,0,0,0,0,0,0,0,0,0,0
MIS12,148,137,143,186,274,83,312,177,204,151,171
MIS18A,28,30,23,27,17,29,44,71,22,41,31
MIS18BP1,33,40,25,60,40,28,62,90,59,61,59
MISP,0,0,0,0,0,0,0,0,0,0,0
MITD1,37,37,56,61,36,31,44,100,55,68,64
MITF,1220,1012,683,1503,853,438,1548,1298,1099,965,744
MIXL1,0,0,0,0,0,0,0,0,0,0,0
MKI67,0,13,0,8,2,1,0,7,4,14,0
MKKS,875,483,573,727,489,436,1005,584,872,702,617
MKL1,291,372,299,349,378,238,526,540,223,557,296
MKL2,405,364,331,474,296,221,759,514,339,436,409
MKLN1,352,436,394,724,400,221,501,586,334,444,352
MKLN1-AS,22,6,11,19,16,15,15,19,30,9,18
MKNK1,321,255,345,377,339,159,366,359,370,296,280
MKNK1-AS1,0,0,0,0,0,0,0,0,0,0,0
MKNK2,15415,12993,15685,16393,27028,6412,17514,9400,13378,8016,13305
MKRN1,1253,1685,1168,1562,1259,654,1412,2521,1097,1706,1107
MKRN2,473,642,541,889,447,281,676,971,540,751,578
MKRN2OS,11,5,12,55,21,3,0,12,0,22,23
MKRN3,5,14,1,18,2,0,11,31,6,3,23
MKRN7P,0,0,0,0,0,0,0,0,1,0,0
MKRN9P,0,1,0,2,0,0,1,0,0,1,0
MKS1,59,69,64,68,55,39,76,160,82,99,95
MKX,0,4,5,0,0,3,20,22,0,0,4
MKX-AS1,0,0,0,0,0,0,0,1,0,0,0
MLANA,0,0,0,0,0,0,0,0,0,0,0
MLC1,1,1,0,4,0,2,2,3,0,6,1
MLEC,3171,2055,1475,2788,1905,1677,3938,2439,2717,2260,2274
MLF1,964,1421,591,686,715,615,2756,513,1890,1016,819
MLF2,2374,1953,2000,2101,2144,1127,3287,2378,2166,2137,2060
MLH1,740,640,702,818,690,511,861,794,770,673,600
MLH3,204,166,145,234,104,97,314,269,225,226,220
MLIP,1793,1603,1177,2907,1271,763,1871,2532,1573,1190,1608
MLIP-IT1,0,0,0,0,0,0,0,0,0,0,0
MLK7-AS1,0,0,0,0,0,0,0,1,0,0,0
MLKL,7,31,17,17,29,12,24,44,43,46,51
MLLT1,810,1053,857,1375,963,471,1201,1475,929,979,958
MLLT10,194,229,171,356,232,122,328,431,213,366,262
MLLT10P1,0,0,3,0,0,0,0,0,0,0,0
MLLT11,64,25,76,167,46,25,500,53,199,92,91
MLLT3,164,135,137,146,134,99,277,216,113,199,180
MLLT4,354,392,419,756,500,272,455,504,486,1094,448
MLLT4-AS1,0,0,1,2,0,0,1,0,1,0,2
MLLT6,4587,3220,3389,4923,2676,2116,5748,4587,3649,3785,4519
MLN,0,0,0,0,0,0,0,0,0,0,0
MLNR,0,0,0,0,0,0,0,0,0,1,0
MLPH,35,76,108,115,19,25,80,81,76,90,67
MLST8,907,717,775,709,757,432,812,751,783,633,511
MLX,1213,860,1114,1449,1140,581,1173,1256,1091,883,977
MLXIP,5890,2771,3493,6063,3341,2184,8255,3561,4363,2284,4917
MLXIPL,627,1211,443,726,817,196,389,1791,585,1701,496
MLYCD,1819,1181,773,1536,1298,756,1237,2278,1466,1168,1383
MMAA,128,119,131,206,134,88,195,197,124,138,114
MMAB,507,412,393,490,378,250,544,417,574,432,445
MMACHC,126,102,90,172,66,108,140,105,106,99,126
MMADHC,1723,1270,1181,1770,1537,722,2470,1317,1654,1499,1559
MMD,56,138,54,89,55,42,72,129,26,89,37
MMD2,0,0,0,0,0,0,0,0,0,0,0
MME,657,697,513,769,407,359,1151,668,615,956,435
MMEL1,0,3,3,0,2,0,1,12,1,4,0
MMGT1,357,343,304,561,514,206,708,385,466,335,332
MMP1,0,0,0,0,0,0,0,0,0,0,0
MMP10,0,0,0,0,0,0,0,0,0,0,0
MMP11,16,21,35,10,18,7,23,27,27,50,12
MMP12,0,0,0,0,0,0,0,0,0,0,0
MMP13,0,0,0,0,0,0,0,0,0,0,0
MMP14,133,574,169,300,209,182,314,1301,169,1264,253
MMP15,142,305,220,293,236,110,440,659,317,452,220
MMP16,2,21,0,3,2,3,12,28,2,23,1
MMP17,6,30,14,10,7,27,40,78,13,31,39
MMP19,5,26,9,22,20,13,23,25,11,34,17
MMP2,870,4206,637,1390,1594,610,1967,6613,622,4886,832
MMP20,0,0,0,0,0,0,0,0,0,0,0
MMP21,0,3,0,1,0,0,2,0,1,2,1
MMP23A,0,0,0,0,0,0,0,0,0,24,0
MMP23B,7,51,7,5,15,6,6,62,1,40,15
MMP24,4,6,11,0,7,2,11,6,3,8,2
MMP24-AS1,327,353,378,540,432,245,558,373,420,417,452
MMP25,0,13,6,10,69,3,8,18,4,19,23
MMP25-AS1,26,51,5,24,66,1,9,53,14,54,16
MMP26,0,0,0,0,0,0,0,0,1,0,0
MMP27,1,16,0,3,3,0,16,10,1,8,6
MMP28,35,43,76,71,72,52,54,64,81,112,45
MMP3,2,0,4,1,0,0,1,0,0,0,0
MMP7,0,0,0,0,0,0,2,0,0,0,0
MMP8,0,0,0,0,0,0,0,0,0,0,0
MMP9,0,0,0,2,8,0,0,3,1,0,1
MMRN1,25,78,25,35,54,36,33,178,33,115,65
MMRN2,431,684,735,782,694,492,406,1109,552,1217,694
MMS19,695,599,585,723,555,307,687,866,650,697,521
MMS22L,7,10,8,5,24,5,18,36,7,14,11
MN1,2748,1969,3550,4162,1561,1490,4015,2141,2423,1677,2091
MNAT1,652,611,511,698,518,409,517,594,581,571,430
MND1,9,7,3,7,6,9,9,10,4,7,6
MNDA,13,14,17,14,2,11,28,10,9,41,22
MNS1,17,29,20,21,14,24,13,60,19,24,12
MNT,100,172,134,179,90,92,125,285,146,226,122
MNX1,0,0,0,0,0,0,0,0,0,0,0
MNX1-AS1,0,0,0,0,0,0,0,0,0,0,0
MOAP1,815,536,712,799,559,358,965,732,700,713,779
MOB1A,142,152,80,189,184,98,195,167,135,165,178
MOB1B,177,165,115,281,196,101,483,194,185,161,160
MOB2,642,555,512,648,635,273,765,835,658,554,547
MOB3A,171,232,191,291,157,94,291,350,230,231,251
MOB3B,229,153,99,142,171,122,111,481,191,190,108
MOB3C,341,225,478,380,574,220,223,282,368,275,365
MOB4,567,483,476,945,598,303,1048,599,663,544,545
MOBP,1,0,0,0,0,0,0,0,0,2,0
MOCOS,7,3,5,2,1,2,7,4,2,7,8
MOCS1,524,513,521,769,576,327,515,644,541,495,431
MOCS2,1286,856,957,902,860,536,1486,894,1165,1080,868
MOCS3,95,75,69,107,39,41,107,120,93,112,86
MOG,0,0,0,0,0,0,0,0,0,0,0
MOGAT1,2,0,2,0,2,1,5,0,2,0,0
MOGAT2,0,0,0,0,0,0,0,0,0,0,0
MOGAT3,0,0,0,0,0,0,0,0,0,0,0
MOGS,251,339,227,352,304,131,296,606,311,355,415
MOK,14,27,13,13,4,8,20,36,25,26,40
MON1A,260,170,188,233,194,93,284,166,276,164,110
MON1B,102,123,88,113,65,54,154,169,113,149,126
MON2,102,258,150,295,245,98,293,351,138,222,214
MORC1,0,0,0,0,0,0,0,0,0,0,0
MORC2,512,403,405,548,287,219,554,568,466,341,394
MORC2-AS1,2,4,0,5,0,1,1,1,4,8,1
MORC3,429,453,330,566,337,170,848,604,359,364,426
MORC4,379,431,222,301,321,165,519,724,316,522,284
MORF4L1,3876,4354,3926,5081,4133,2459,5542,4499,4600,4052,4331
MORF4L2,1676,1768,1936,2738,2055,1022,2689,2215,2132,1927,2164
MORF4L2-AS1,1,2,2,4,1,2,5,9,3,7,19
MORN1,36,46,24,29,34,18,23,33,31,39,37
MORN2,76,69,92,80,45,63,104,54,71,50,52
MORN3,0,0,0,0,0,0,2,1,0,0,0
MORN4,19,10,37,15,9,8,24,38,13,23,21
MORN5,0,0,0,0,0,0,0,0,0,1,0
MOS,0,0,0,0,0,0,0,0,0,0,0
MOSPD1,271,153,169,265,161,114,336,184,275,129,199
MOSPD2,19,58,25,47,31,10,27,82,31,56,23
MOSPD3,133,128,147,117,122,78,142,201,174,165,117
MOV10,66,114,105,104,69,63,84,222,118,170,125
MOV10L1,0,0,1,0,0,0,0,11,0,2,3
MOXD1,0,6,2,2,3,6,4,44,1,32,2
MOXD2P,0,0,0,0,0,0,0,0,0,0,0
MPC1,1924,1604,2000,3836,2710,1090,1847,1149,1638,2377,1286
MPC1L,0,0,0,0,0,0,0,0,0,0,0
MPC2,1935,1437,2047,2752,2230,1152,1802,1351,2308,1917,1736
MPDU1,152,132,159,158,129,76,196,120,163,150,159
MPDZ,611,637,679,1172,603,296,808,971,597,610,647
MPEG1,51,248,63,104,27,42,126,193,77,376,75
MPG,614,397,591,607,601,316,823,464,707,527,580
MPHOSPH10,435,491,355,502,355,177,455,539,395,465,337
MPHOSPH6,70,103,95,156,92,47,128,65,131,62,83
MPHOSPH8,298,387,282,357,303,195,459,640,306,390,401
MPHOSPH9,63,74,72,120,76,43,104,85,55,82,89
MPI,684,508,481,802,589,349,676,602,705,594,632
MPL,5,0,0,6,5,1,9,8,0,3,1
MPLKIP,119,105,94,153,68,65,129,172,101,135,127
MPND,329,268,384,304,253,142,383,261,345,252,211
MPO,9,7,2,27,3,5,21,1,32,15,9
MPP1,314,208,283,453,283,208,358,269,339,294,298
MPP2,39,38,10,16,59,22,29,42,22,47,34
MPP3,11,5,8,9,10,10,8,19,5,10,14
MPP4,0,2,0,0,3,0,1,2,1,5,0
MPP5,470,416,353,567,320,204,822,518,476,437,387
MPP6,203,174,100,319,64,93,309,193,162,165,267
MPP7,642,507,246,543,490,409,343,734,392,341,362
MPPE1,250,304,239,457,411,121,377,248,275,346,276
MPPED1,0,2,3,1,1,0,2,1,1,4,0
MPPED2,50,25,109,183,60,141,90,72,141,22,94
MPRIP,2902,2484,3150,4412,3186,1848,5305,3826,2881,3179,3369
MPST,1115,1164,1147,1236,891,516,918,1126,967,1378,788
MPV17,127,162,119,113,113,45,91,294,80,196,93
MPV17L,87,56,63,87,51,22,99,77,91,69,57
MPV17L2,140,104,145,170,160,40,157,66,106,112,78
MPZ,19,792,674,373,224,153,36,4779,10,2524,21
MPZL1,195,386,237,357,234,167,463,660,331,479,278
MPZL2,2,8,8,19,4,15,31,37,13,15,16
MPZL3,0,2,4,1,4,2,4,2,2,6,5
MR1,38,67,58,82,16,20,67,73,49,69,55
MRAP,1,2,3,0,0,2,1,2,1,0,3
MRAP2,3,4,11,9,1,3,37,34,7,25,25
MRAS,758,368,664,1132,924,315,1289,578,767,606,818
MRC1,21,97,45,51,24,44,96,116,44,133,42
MRC2,770,1854,376,569,654,519,1557,1827,642,2663,705
MRE11A,59,126,92,161,80,39,102,151,98,121,87
MREG,3,13,18,7,2,5,14,15,3,11,5
MRFAP1,4188,4111,3929,4781,4493,2176,5451,5136,4780,4437,4551
MRFAP1L1,576,625,471,671,479,316,753,906,642,680,539
MRGBP,207,162,134,153,171,105,285,268,205,171,191
MRGPRD,0,0,0,0,0,0,0,0,0,0,0
MRGPRE,0,0,0,0,0,0,0,0,0,0,0
MRGPRF,48,125,96,83,59,60,89,402,57,189,132
MRGPRF-AS1,0,1,3,0,0,0,3,2,0,1,3
MRGPRG,0,0,0,0,0,0,0,0,0,0,0
MRGPRG-AS1,0,0,0,0,0,0,0,0,0,0,0
MRGPRX1,0,0,0,0,0,0,0,0,0,0,0
MRGPRX2,0,2,0,1,0,0,1,0,5,0,0
MRGPRX3,0,0,0,0,0,0,0,0,0,0,0
MRGPRX4,0,0,0,0,0,0,0,0,0,0,0
MRI1,153,269,130,171,111,43,215,236,105,235,163
MRLN,549,489,420,624,900,174,452,1117,533,517,710
MRM1,131,88,64,172,136,69,117,105,90,87,87
MRO,32,17,35,85,24,12,58,30,74,10,30
MROH1,147,139,133,176,135,86,151,170,131,186,115
MROH2A,0,0,0,0,0,0,0,0,0,0,0
MROH2B,0,0,0,0,0,0,0,0,0,0,0
MROH5,0,0,0,0,0,0,3,0,1,1,0
MROH6,5,5,18,15,8,1,15,42,16,8,7
MROH7,44,37,29,59,8,7,83,53,109,92,42
MROH7-TTC4,64,30,47,0,41,18,19,20,58,90,47
MROH8,83,53,80,133,52,56,98,70,132,85,105
MROH9,0,0,0,0,0,0,0,0,0,0,0
MRPL1,575,555,556,772,488,261,557,427,590,547,566
MRPL10,998,755,934,1004,746,510,969,908,885,685,771
MRPL11,993,584,677,927,576,512,910,420,845,649,621
MRPL12,2272,1450,2131,2564,2544,1236,2098,1345,2635,1799,1710
MRPL13,371,242,307,389,264,178,399,250,382,429,289
MRPL14,1052,897,998,1034,885,531,994,1277,1370,927,813
MRPL15,2008,1407,1802,2066,1591,1340,1958,1310,1822,2043,1410
MRPL16,946,703,926,1143,753,515,780,698,944,977,771
MRPL17,383,320,340,345,311,207,432,395,354,366,331
MRPL18,647,534,555,663,667,361,782,544,698,551,550
MRPL19,847,662,639,1012,665,351,982,554,428,644,666
MRPL2,986,901,784,991,811,464,1017,971,999,1026,622
MRPL20,1321,1235,1464,1421,1269,901,1472,1285,1443,1212,1192
MRPL21,705,593,666,759,637,434,598,729,609,782,487
MRPL22,330,264,277,346,274,197,283,253,334,369,261
MRPL23,1030,715,928,860,773,622,1265,600,1203,926,794
MRPL23-AS1,1,3,1,3,10,0,0,0,2,2,0
MRPL24,1022,777,962,1064,886,555,973,892,944,919,762
MRPL27,740,545,627,646,708,453,763,516,880,598,598
MRPL28,812,751,821,873,759,447,845,894,890,841,617
MRPL3,1106,892,823,1250,973,604,1314,1030,1079,945,870
MRPL30,848,893,767,1186,855,538,942,1122,907,927,734
MRPL32,331,337,316,526,306,150,388,411,328,325,277
MRPL33,2247,1735,1798,1912,1850,1021,2607,1465,2214,1658,1744
MRPL34,1478,769,1421,1136,1444,611,2186,794,1744,1084,1577
MRPL35,894,591,723,1160,804,412,899,710,607,702,723
MRPL36,537,489,491,617,615,311,734,456,584,525,449
MRPL37,2351,1606,2147,2626,1315,1238,2203,1732,1538,1907,1589
MRPL38,2096,1443,2047,2484,1900,1202,2279,1695,1957,1676,1679
MRPL39,478,456,419,536,340,231,392,430,351,415,288
MRPL4,1089,674,968,1198,902,583,999,762,925,1046,772
MRPL40,834,706,864,983,810,543,917,915,880,684,811
MRPL41,2782,1443,2788,3377,2826,1217,1924,1213,2631,1912,2157
MRPL42,178,213,157,218,238,104,360,218,225,203,210
MRPL42P5,0,0,0,0,0,0,0,0,0,0,0
MRPL43,984,741,761,938,995,542,1124,1018,913,1040,829
MRPL44,693,554,712,838,487,323,694,639,590,696,549
MRPL45,691,634,574,751,521,362,801,879,718,686,624
MRPL45P2,11,4,9,4,6,2,11,1,9,17,3
MRPL46,652,451,498,713,473,350,554,483,548,606,515
MRPL47,386,275,387,530,447,173,503,243,440,323,317
MRPL48,342,235,303,207,342,199,366,327,353,235,306
MRPL49,489,439,449,627,422,247,572,589,518,488,459
MRPL50,213,154,201,244,230,124,244,184,206,185,221
MRPL51,1517,1174,1392,1482,1183,822,1692,1285,1546,1277,1292
MRPL52,417,333,336,487,349,230,434,406,401,356,335
MRPL53,722,506,670,543,649,397,751,664,642,458,550
MRPL54,328,311,292,362,365,191,458,388,337,295,341
MRPL55,387,295,324,415,322,239,366,298,337,324,324
MRPL57,966,900,938,1116,900,518,1082,1180,995,887,855
MRPL9,747,708,806,933,749,457,911,769,848,781,698
MRPS10,1093,748,969,1352,1015,580,1589,824,1101,804,980
MRPS11,509,434,481,662,517,285,484,398,468,525,404
MRPS12,460,275,394,497,491,199,408,296,429,440,301
MRPS14,256,195,201,260,187,123,307,305,253,297,199
MRPS15,2410,1467,2177,2024,1904,1248,2564,1405,2354,1548,1573
MRPS16,1657,1109,1250,1972,1248,901,1727,973,1607,1542,1301
MRPS17,218,189,203,298,236,129,232,184,227,169,230
MRPS18A,939,657,881,1143,1535,563,925,807,956,799,797
MRPS18B,2771,1819,2359,3072,2483,1496,2228,1973,2385,2600,1869
MRPS18C,327,372,335,423,289,195,407,270,386,377,291
MRPS2,932,791,861,1189,876,455,806,1129,817,810,598
MRPS21,552,476,490,607,402,238,567,595,556,555,484
MRPS22,774,610,678,946,737,491,567,654,807,796,633
MRPS23,358,258,281,350,288,195,484,352,457,394,309
MRPS24,2855,1533,2359,2538,1893,1404,2722,1676,2382,2034,1853
