Unnamed: 0,BioSample,BioProject,LibraryLayout,Platform,Model,Subspecies,Breed,Predicted breed label,Breed group,Sex,Age,Clean reads,Mapped reads,Mapping rate,Expressed gene count,Expressed gene ratio,Tissue class,Main categories,Sub categories,Note,Used in molQTL analysis,BioSample.WGS
545,SAMEA4837090,PRJEB28262,PAIRED,ILLUMINA,Illumina HiSeq 2500,Sus scrofa,Unknown,Landrace x Yorkshire,Cross,Unknown,Unknown,"33,210,636","31,858,179",0.9593,13392,0.4197,Muscle,Muscle,Muscle,,Yes,
546,SAMEA4837091,PRJEB28262,PAIRED,ILLUMINA,Illumina HiSeq 2500,Sus scrofa,Unknown,Landrace x Yorkshire,Cross,Unknown,Unknown,"24,108,924","22,912,775",0.9504,13248,0.4152,Muscle,Muscle,Muscle,,Yes,
547,SAMEA4837092,PRJEB28262,PAIRED,ILLUMINA,Illumina HiSeq 2500,Sus scrofa,Unknown,Landrace x Yorkshire,Cross,Unknown,Unknown,"33,724,723","31,449,135",0.9325,15630,0.4898,Muscle,Muscle,Muscle,,Yes,
548,SAMEA4837093,PRJEB28262,PAIRED,ILLUMINA,Illumina HiSeq 2500,Sus scrofa,Unknown,Landrace x Yorkshire,Cross,Unknown,Unknown,"38,848,222","36,909,259",0.9501,15316,0.48,Muscle,Muscle,Muscle,,Yes,
549,SAMEA4837094,PRJEB28262,PAIRED,ILLUMINA,Illumina HiSeq 2500,Sus scrofa,Unknown,Landrace x Yorkshire,Cross,Unknown,Unknown,"29,545,335","28,163,188",0.9532,12060,0.378,Muscle,Muscle,Muscle,,Yes,
550,SAMEA4837095,PRJEB28262,PAIRED,ILLUMINA,Illumina HiSeq 2500,Sus scrofa,Unknown,Unknown,Unknown,Unknown,Unknown,"34,232,545","32,423,477",0.9472,13988,0.4384,Muscle,Muscle,Muscle,,No,
551,SAMEA4837096,PRJEB28262,PAIRED,ILLUMINA,Illumina HiSeq 2500,Sus scrofa,Unknown,Landrace x Yorkshire,Cross,Unknown,Unknown,"34,471,370","32,773,205",0.9507,15290,0.4792,Muscle,Muscle,Muscle,,Yes,
552,SAMEA4837097,PRJEB28262,PAIRED,ILLUMINA,Illumina HiSeq 2500,Sus scrofa,Unknown,Landrace x Yorkshire,Cross,Unknown,Unknown,"31,117,282","29,622,222",0.952,13681,0.4288,Muscle,Muscle,Muscle,,Yes,
553,SAMEA4837098,PRJEB28262,PAIRED,ILLUMINA,Illumina HiSeq 2500,Sus scrofa,Unknown,Landrace x Yorkshire,Cross,Unknown,Unknown,"36,747,137","34,961,305",0.9514,13802,0.4326,Muscle,Muscle,Muscle,,Yes,
554,SAMEA4837099,PRJEB28262,PAIRED,ILLUMINA,Illumina HiSeq 2500,Sus scrofa,Unknown,Landrace x Yorkshire,Cross,Unknown,Unknown,"32,333,283","30,393,380",0.94,14541,0.4557,Muscle,Muscle,Muscle,,Yes,
555,SAMEA4837100,PRJEB28262,PAIRED,ILLUMINA,Illumina HiSeq 2500,Sus scrofa,Unknown,Landrace x Yorkshire,Cross,Unknown,Unknown,"36,531,030","34,497,864",0.9443,13910,0.4359,Muscle,Muscle,Muscle,,Yes,
556,SAMEA4837101,PRJEB28262,PAIRED,ILLUMINA,Illumina HiSeq 2500,Sus scrofa,Unknown,Landrace x Yorkshire,Cross,Unknown,Unknown,"32,840,580","31,195,096",0.9499,13991,0.4385,Muscle,Muscle,Muscle,,Yes,
557,SAMEA4837102,PRJEB28262,PAIRED,ILLUMINA,Illumina HiSeq 2500,Sus scrofa,Unknown,Landrace x Yorkshire,Cross,Unknown,Unknown,"29,317,923","28,135,443",0.9597,12970,0.4065,Muscle,Muscle,Muscle,,Yes,
558,SAMEA4837103,PRJEB28262,PAIRED,ILLUMINA,Illumina HiSeq 2500,Sus scrofa,Unknown,Landrace x Yorkshire,Cross,Unknown,Unknown,"30,586,628","28,767,388",0.9405,14814,0.4643,Muscle,Muscle,Muscle,,Yes,
559,SAMEA4837104,PRJEB28262,PAIRED,ILLUMINA,Illumina HiSeq 2500,Sus scrofa,Unknown,Landrace x Yorkshire,Cross,Unknown,Unknown,"31,021,878","29,526,214",0.9518,13870,0.4347,Muscle,Muscle,Muscle,,Yes,
560,SAMEA4837105,PRJEB28262,PAIRED,ILLUMINA,Illumina HiSeq 2500,Sus scrofa,Unknown,Landrace x Yorkshire,Cross,Unknown,Unknown,"37,167,183","34,950,802",0.9404,14703,0.4608,Muscle,Muscle,Muscle,,Yes,
561,SAMEA4837106,PRJEB28262,PAIRED,ILLUMINA,Illumina HiSeq 2500,Sus scrofa,Unknown,Landrace x Yorkshire,Cross,Unknown,Unknown,"25,976,020","24,901,932",0.9587,13846,0.4339,Muscle,Muscle,Muscle,,Yes,
562,SAMEA4837107,PRJEB28262,PAIRED,ILLUMINA,Illumina HiSeq 2500,Sus scrofa,Unknown,Landrace x Yorkshire,Cross,Unknown,Unknown,"28,535,944","27,187,244",0.9527,13697,0.4293,Muscle,Muscle,Muscle,,Yes,
563,SAMEA4837108,PRJEB28262,PAIRED,ILLUMINA,Illumina HiSeq 2500,Sus scrofa,Unknown,Landrace x Yorkshire,Cross,Unknown,Unknown,"30,229,222","28,744,212",0.9509,14010,0.4391,Muscle,Muscle,Muscle,,Yes,
564,SAMEA4837109,PRJEB28262,PAIRED,ILLUMINA,Illumina HiSeq 2500,Sus scrofa,Unknown,Landrace x Yorkshire,Cross,Unknown,Unknown,"24,510,297","22,980,660",0.9376,14254,0.4467,Muscle,Muscle,Muscle,,Yes,
565,SAMEA4837110,PRJEB28262,PAIRED,ILLUMINA,Illumina HiSeq 2500,Sus scrofa,Unknown,Landrace x Yorkshire,Cross,Unknown,Unknown,"34,568,062","32,213,623",0.9319,14494,0.4542,Muscle,Muscle,Muscle,,Yes,
566,SAMEA4837111,PRJEB28262,PAIRED,ILLUMINA,Illumina HiSeq 2500,Sus scrofa,Unknown,Landrace x Yorkshire,Cross,Unknown,Unknown,"27,770,355","26,496,676",0.9541,13221,0.4143,Muscle,Muscle,Muscle,,Yes,
567,SAMEA4837112,PRJEB28262,PAIRED,ILLUMINA,Illumina HiSeq 2500,Sus scrofa,Unknown,Landrace x Yorkshire,Cross,Unknown,Unknown,"35,497,315","34,122,100",0.9613,13009,0.4077,Muscle,Muscle,Muscle,,Yes,
568,SAMEA4837113,PRJEB28262,PAIRED,ILLUMINA,Illumina HiSeq 2500,Sus scrofa,Unknown,Landrace x Yorkshire,Cross,Unknown,Unknown,"29,532,282","28,032,216",0.9492,13762,0.4313,Muscle,Muscle,Muscle,,Yes,
569,SAMEA4837114,PRJEB28262,PAIRED,ILLUMINA,Illumina HiSeq 2500,Sus scrofa,Unknown,Landrace x Yorkshire,Cross,Unknown,Unknown,"31,329,764","29,923,725",0.9551,13821,0.4332,Muscle,Muscle,Muscle,,Yes,
570,SAMEA4837115,PRJEB28262,PAIRED,ILLUMINA,Illumina HiSeq 2500,Sus scrofa,Unknown,Landrace x Yorkshire,Cross,Unknown,Unknown,"34,803,105","33,100,525",0.9511,15125,0.474,Muscle,Muscle,Muscle,,Yes,
571,SAMEA4837116,PRJEB28262,PAIRED,ILLUMINA,Illumina HiSeq 2500,Sus scrofa,Unknown,Landrace x Yorkshire,Cross,Unknown,Unknown,"29,235,295","27,690,526",0.9472,14242,0.4463,Muscle,Muscle,Muscle,,Yes,
572,SAMEA4837117,PRJEB28262,PAIRED,ILLUMINA,Illumina HiSeq 2500,Sus scrofa,Unknown,Landrace x Yorkshire,Cross,Unknown,Unknown,"30,343,510","29,168,665",0.9613,13722,0.43,Muscle,Muscle,Muscle,,Yes,
573,SAMEA4837118,PRJEB28262,PAIRED,ILLUMINA,Illumina HiSeq 2500,Sus scrofa,Unknown,Landrace x Yorkshire,Cross,Unknown,Unknown,"91,177,041","86,083,292",0.9441,17005,0.5329,Muscle,Muscle,Muscle,,Yes,
574,SAMEA4837119,PRJEB28262,PAIRED,ILLUMINA,Illumina HiSeq 2500,Sus scrofa,Unknown,Landrace x Yorkshire,Cross,Unknown,Unknown,"30,383,178","29,152,329",0.9595,12945,0.4057,Muscle,Muscle,Muscle,,Yes,
575,SAMEA4881075,PRJEB28465,PAIRED,ILLUMINA,Illumina HiSeq 2500,Sus scrofa,Large white,Yorkshire,European pigs,Male,287 days,"14,144,218","13,474,176",0.9526,12732,0.399,Muscle,Muscle,Muscle,,Yes,
576,SAMEA4881076,PRJEB28465,PAIRED,ILLUMINA,Illumina HiSeq 2500,Sus scrofa,Large white,Yorkshire,European pigs,Male,289 days,"10,834,228","10,310,806",0.9517,11903,0.373,Muscle,Muscle,Muscle,,Yes,
577,SAMEA4881077,PRJEB28465,PAIRED,ILLUMINA,Illumina HiSeq 2500,Sus scrofa,Large white,Yorkshire,European pigs,Male,276 days,"18,223,676","17,118,571",0.9394,13584,0.4257,Muscle,Muscle,Muscle,,Yes,
578,SAMEA4881078,PRJEB28465,PAIRED,ILLUMINA,Illumina HiSeq 2500,Sus scrofa,Large white,Yorkshire,European pigs,Female,274 days,"18,733,857","17,686,626",0.9441,14033,0.4398,Muscle,Muscle,Muscle,,Yes,
579,SAMEA4881079,PRJEB28465,PAIRED,ILLUMINA,Illumina HiSeq 2500,Sus scrofa,Large white,Yorkshire,European pigs,Female,288 days,"11,442,417","10,774,623",0.9416,12939,0.4055,Muscle,Muscle,Muscle,,Yes,
580,SAMEA4881080,PRJEB28465,PAIRED,ILLUMINA,Illumina HiSeq 2500,Sus scrofa,Large white,Yorkshire,European pigs,Male,289 days,"11,775,444","11,149,740",0.9469,12979,0.4068,Muscle,Muscle,Muscle,,Yes,
581,SAMEA4881081,PRJEB28465,PAIRED,ILLUMINA,Illumina HiSeq 2500,Sus scrofa,Large white,Yorkshire,European pigs,Male,287 days,"11,434,630","10,786,263",0.9433,13053,0.4091,Muscle,Muscle,Muscle,,Yes,
582,SAMEA4881082,PRJEB28465,PAIRED,ILLUMINA,Illumina HiSeq 2500,Sus scrofa,Large white,Yorkshire,European pigs,Female,275 days,"12,659,718","11,933,523",0.9426,13094,0.4104,Muscle,Muscle,Muscle,,Yes,
583,SAMEA4881083,PRJEB28465,PAIRED,ILLUMINA,Illumina HiSeq 2500,Sus scrofa,Large white,Yorkshire,European pigs,Male,274 days,"14,845,048","14,004,453",0.9434,13416,0.4205,Muscle,Muscle,Muscle,,Yes,
584,SAMEA4881084,PRJEB28465,PAIRED,ILLUMINA,Illumina HiSeq 2500,Sus scrofa,Large white,Yorkshire,European pigs,Male,275 days,"12,095,804","11,470,314",0.9483,13074,0.4097,Muscle,Muscle,Muscle,,Yes,
585,SAMEA4881085,PRJEB28465,PAIRED,ILLUMINA,Illumina HiSeq 2500,Sus scrofa,Large white,Yorkshire,European pigs,Female,275 days,"15,282,412","14,434,410",0.9445,13495,0.4229,Muscle,Muscle,Muscle,,Yes,
586,SAMEA4881086,PRJEB28465,PAIRED,ILLUMINA,Illumina HiSeq 2500,Sus scrofa,Large white,Yorkshire,European pigs,Male,273 days,"15,804,198","14,869,791",0.9409,13805,0.4327,Muscle,Muscle,Muscle,,Yes,
587,SAMEA4881087,PRJEB28465,PAIRED,ILLUMINA,Illumina HiSeq 2500,Sus scrofa,Large white,Yorkshire,European pigs,Male,288 days,"16,538,467","15,495,912",0.937,14037,0.4399,Muscle,Muscle,Muscle,,Yes,
588,SAMEA4881088,PRJEB28465,PAIRED,ILLUMINA,Illumina HiSeq 2500,Sus scrofa,Large white,Yorkshire,European pigs,Female,275 days,"18,574,025","17,366,583",0.935,14425,0.4521,Muscle,Muscle,Muscle,,Yes,
589,SAMEA4881089,PRJEB28465,PAIRED,ILLUMINA,Illumina HiSeq 2500,Sus scrofa,Large white,Yorkshire,European pigs,Female,288 days,"14,663,001","13,821,982",0.9426,12230,0.3833,Muscle,Muscle,Muscle,,Yes,
590,SAMEA4881090,PRJEB28465,PAIRED,ILLUMINA,Illumina HiSeq 2500,Sus scrofa,Large white,Yorkshire,European pigs,Male,288 days,"10,645,556","10,032,049",0.9424,12205,0.3825,Muscle,Muscle,Muscle,,Yes,
591,SAMEA4881091,PRJEB28465,PAIRED,ILLUMINA,Illumina HiSeq 2500,Sus scrofa,Large white,Yorkshire,European pigs,Male,278 days,"14,360,999","13,621,658",0.9485,12585,0.3944,Muscle,Muscle,Muscle,,Yes,
592,SAMEA4881092,PRJEB28465,PAIRED,ILLUMINA,Illumina HiSeq 2500,Sus scrofa,Large white,Yorkshire,European pigs,Male,292 days,"16,390,808","15,438,988",0.9419,12471,0.3908,Muscle,Muscle,Muscle,,Yes,
593,SAMEA4881093,PRJEB28465,PAIRED,ILLUMINA,Illumina HiSeq 2500,Sus scrofa,Large white,Yorkshire,European pigs,Female,287 days,"12,227,090","11,584,539",0.9474,12939,0.4055,Muscle,Muscle,Muscle,,Yes,
594,SAMEA4881094,PRJEB28465,PAIRED,ILLUMINA,Illumina HiSeq 2500,Sus scrofa,Large white,Yorkshire,European pigs,Female,275 days,"14,888,603","13,995,737",0.94,12901,0.4043,Muscle,Muscle,Muscle,,Yes,
595,SAMEA4881095,PRJEB28465,PAIRED,ILLUMINA,Illumina HiSeq 2500,Sus scrofa,Large white,Yorkshire,European pigs,Female,292 days,"13,269,935","12,551,459",0.9459,13218,0.4143,Muscle,Muscle,Muscle,,Yes,
596,SAMEA4881096,PRJEB28465,PAIRED,ILLUMINA,Illumina HiSeq 2500,Sus scrofa,Large white,Yorkshire,European pigs,Female,292 days,"16,071,971","15,028,323",0.9351,13259,0.4155,Muscle,Muscle,Muscle,,Yes,
597,SAMEA4881097,PRJEB28465,PAIRED,ILLUMINA,Illumina HiSeq 2500,Sus scrofa,Large white,Yorkshire,European pigs,Male,292 days,"10,965,560","10,345,880",0.9435,12051,0.3777,Muscle,Muscle,Muscle,,Yes,
598,SAMEA4881098,PRJEB28465,PAIRED,ILLUMINA,Illumina HiSeq 2500,Sus scrofa,Large white,Yorkshire,European pigs,Female,292 days,"16,134,878","15,211,881",0.9428,12484,0.3912,Muscle,Muscle,Muscle,,Yes,
599,SAMEA4881099,PRJEB28465,PAIRED,ILLUMINA,Illumina HiSeq 2500,Sus scrofa,Large white,Yorkshire,European pigs,Male,292 days,"13,386,053","12,668,151",0.9464,12878,0.4036,Muscle,Muscle,Muscle,,Yes,
600,SAMEA4881100,PRJEB28465,PAIRED,ILLUMINA,Illumina HiSeq 2500,Sus scrofa,Large white,Yorkshire,European pigs,Female,289 days,"15,999,943","15,010,934",0.9382,12921,0.4049,Muscle,Muscle,Muscle,,Yes,
601,SAMEA4881101,PRJEB28465,PAIRED,ILLUMINA,Illumina HiSeq 2500,Sus scrofa,Large white,Yorkshire,European pigs,Male,278 days,"15,661,661","14,683,023",0.9375,13636,0.4274,Muscle,Muscle,Muscle,,Yes,
602,SAMEA4881102,PRJEB28465,PAIRED,ILLUMINA,Illumina HiSeq 2500,Sus scrofa,Large white,Yorkshire,European pigs,Female,289 days,"14,125,971","13,416,590",0.9498,13383,0.4194,Muscle,Muscle,Muscle,,Yes,
603,SAMEA4881103,PRJEB28465,PAIRED,ILLUMINA,Illumina HiSeq 2500,Sus scrofa,Large white,Yorkshire,European pigs,Female,287 days,"10,498,900","9,866,652",0.9398,11792,0.3696,Muscle,Muscle,Muscle,,Yes,
604,SAMEA4881104,PRJEB28465,PAIRED,ILLUMINA,Illumina HiSeq 2500,Sus scrofa,Large white,Yorkshire,European pigs,Male,292 days,"14,095,081","13,219,282",0.9379,12248,0.3839,Muscle,Muscle,Muscle,,Yes,
605,SAMEA4881105,PRJEB28465,PAIRED,ILLUMINA,Illumina HiSeq 2500,Sus scrofa,Large white,Yorkshire,European pigs,Female,276 days,"11,197,632","10,571,989",0.9441,12827,0.402,Muscle,Muscle,Muscle,,Yes,
606,SAMEA4881106,PRJEB28465,PAIRED,ILLUMINA,Illumina HiSeq 2500,Sus scrofa,Large white,Yorkshire,European pigs,Female,289 days,"11,610,402","11,045,631",0.9514,12170,0.3814,Muscle,Muscle,Muscle,,Yes,
607,SAMEA4881107,PRJEB28465,PAIRED,ILLUMINA,Illumina HiSeq 2500,Sus scrofa,Large white,Yorkshire,European pigs,Male,289 days,"12,086,927","11,516,115",0.9528,13662,0.4282,Muscle,Muscle,Muscle,,Yes,
608,SAMEA4881108,PRJEB28465,PAIRED,ILLUMINA,Illumina HiSeq 2500,Sus scrofa,Large white,Yorkshire,European pigs,Male,276 days,"13,493,852","12,768,416",0.9462,11796,0.3697,Muscle,Muscle,Muscle,,Yes,
609,SAMEA4881109,PRJEB28465,PAIRED,ILLUMINA,Illumina HiSeq 2500,Sus scrofa,Large white,Yorkshire,European pigs,Female,272 days,"15,978,124","15,059,808",0.9425,13411,0.4203,Muscle,Muscle,Muscle,,Yes,
610,SAMEA4881110,PRJEB28465,PAIRED,ILLUMINA,Illumina HiSeq 2500,Sus scrofa,Large white,Yorkshire,European pigs,Male,272 days,"16,250,562","15,382,615",0.9466,13994,0.4386,Muscle,Muscle,Muscle,,Yes,
611,SAMEA4881111,PRJEB28465,PAIRED,ILLUMINA,Illumina HiSeq 2500,Sus scrofa,Large white,Yorkshire,European pigs,Female,278 days,"15,891,351","14,953,709",0.941,13342,0.4181,Muscle,Muscle,Muscle,,Yes,
612,SAMEA4881112,PRJEB28465,PAIRED,ILLUMINA,Illumina HiSeq 2500,Sus scrofa,Large white,Yorkshire,European pigs,Male,291 days,"10,432,299","9,833,459",0.9426,11757,0.3685,Muscle,Muscle,Muscle,,Yes,
613,SAMEA4881113,PRJEB28465,PAIRED,ILLUMINA,Illumina HiSeq 2500,Sus scrofa,Large white,Yorkshire,European pigs,Female,276 days,"14,365,191","13,616,627",0.9479,13788,0.4321,Muscle,Muscle,Muscle,,Yes,
614,SAMEA4881114,PRJEB28465,PAIRED,ILLUMINA,Illumina HiSeq 2500,Sus scrofa,Large white,Yorkshire,European pigs,Female,275 days,"16,349,391","15,485,858",0.9472,13819,0.4331,Muscle,Muscle,Muscle,,Yes,
615,SAMEA4881115,PRJEB28465,PAIRED,ILLUMINA,Illumina HiSeq 2500,Sus scrofa,Large white,Yorkshire,European pigs,Male,275 days,"12,871,212","12,118,465",0.9415,13554,0.4248,Muscle,Muscle,Muscle,,Yes,
616,SAMEA4881116,PRJEB28465,PAIRED,ILLUMINA,Illumina HiSeq 2500,Sus scrofa,Large white,Yorkshire,European pigs,Female,272 days,"13,170,098","12,449,540",0.9453,13826,0.4333,Muscle,Muscle,Muscle,,Yes,
617,SAMEA4881117,PRJEB28465,PAIRED,ILLUMINA,Illumina HiSeq 2500,Sus scrofa,Large white,Yorkshire,European pigs,Female,292 days,"9,587,674","9,017,771",0.9406,11848,0.3713,Muscle,Muscle,Muscle,,Yes,
618,SAMEA4881118,PRJEB28465,PAIRED,ILLUMINA,Illumina HiSeq 2500,Sus scrofa,Large white,Yorkshire,European pigs,Male,276 days,"14,899,335","14,064,475",0.944,12440,0.3899,Muscle,Muscle,Muscle,,Yes,
619,SAMEA4881119,PRJEB28465,PAIRED,ILLUMINA,Illumina HiSeq 2500,Sus scrofa,Large white,Yorkshire,European pigs,Female,276 days,"10,872,428","10,292,310",0.9466,12130,0.3802,Muscle,Muscle,Muscle,,Yes,
620,SAMEA4881120,PRJEB28465,PAIRED,ILLUMINA,Illumina HiSeq 2500,Sus scrofa,Large white,Yorkshire,European pigs,Male,272 days,"17,197,303","16,239,973",0.9443,13144,0.4119,Muscle,Muscle,Muscle,,Yes,
621,SAMEA4881121,PRJEB28465,PAIRED,ILLUMINA,Illumina HiSeq 2500,Sus scrofa,Large white,Yorkshire,European pigs,Male,278 days,"12,119,954","11,415,272",0.9419,12872,0.4034,Muscle,Muscle,Muscle,,Yes,
622,SAMEA4881122,PRJEB28465,PAIRED,ILLUMINA,Illumina HiSeq 2500,Sus scrofa,Large white,Yorkshire,European pigs,Male,0 day,"12,941,317","12,407,504",0.9588,11570,0.3626,Muscle,Muscle,Muscle,,Yes,
623,SAMEA5131473,PRJEB29969,PAIRED,ILLUMINA,Illumina HiSeq 3000,Sus scrofa,(Large White x Landrace) x Meatline,(Yorkshire x Landrace) x Meatline,Cross,Male,120 days,"16,906,281","15,877,187",0.9391,15607,0.4891,Liver,Liver,Liver,,Yes,
624,SAMEA5131474,PRJEB29969,PAIRED,ILLUMINA,Illumina HiSeq 3000,Sus scrofa,(Large White x Landrace) x Meatline,(Yorkshire x Landrace) x Meatline,Cross,Male,120 days,"13,206,801","12,193,935",0.9233,15558,0.4876,Liver,Liver,Liver,,Yes,
625,SAMEA5131475,PRJEB29969,PAIRED,ILLUMINA,Illumina HiSeq 3000,Sus scrofa,(Large White x Landrace) x Meatline,(Yorkshire x Landrace) x Meatline,Cross,Male,120 days,"16,513,025","15,367,279",0.9306,15878,0.4976,Liver,Liver,Liver,,Yes,
626,SAMEA5131476,PRJEB29969,PAIRED,ILLUMINA,Illumina HiSeq 3000,Sus scrofa,(Large White x Landrace) x Meatline,(Yorkshire x Landrace) x Meatline,Cross,Male,120 days,"16,388,909","15,362,383",0.9374,15585,0.4884,Liver,Liver,Liver,,Yes,
627,SAMEA5131477,PRJEB29969,PAIRED,ILLUMINA,Illumina HiSeq 3000,Sus scrofa,(Large White x Landrace) x Meatline,(Yorkshire x Landrace) x Meatline,Cross,Male,120 days,"15,083,460","13,940,679",0.9242,15800,0.4952,Liver,Liver,Liver,,Yes,
628,SAMEA5131478,PRJEB29969,PAIRED,ILLUMINA,Illumina HiSeq 3000,Sus scrofa,(Large White x Landrace) x Meatline,(Yorkshire x Landrace) x Meatline,Cross,Male,120 days,"17,926,824","16,844,118",0.9396,16158,0.5064,Liver,Liver,Liver,,Yes,
629,SAMEA5131479,PRJEB29969,PAIRED,ILLUMINA,Illumina HiSeq 3000,Sus scrofa,(Large White x Landrace) x Meatline,(Yorkshire x Landrace) x Meatline,Cross,Male,120 days,"17,340,999","16,193,078",0.9338,15480,0.4851,Liver,Liver,Liver,,Yes,
630,SAMEA5131480,PRJEB29969,PAIRED,ILLUMINA,Illumina HiSeq 3000,Sus scrofa,(Large White x Landrace) x Meatline,(Yorkshire x Landrace) x Meatline,Cross,Male,120 days,"15,139,181","14,136,438",0.9338,15580,0.4883,Liver,Liver,Liver,,Yes,
